Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
208: RETAIL PRICE,0.1246,0.134861,0.146667,0.15514,0.162177,0.168794,0.17533,0.18185,0.188442,0.195097,0.201796,0.20855,0.215318,0.221994,0.228614,0.23513,0.241505,0.247759,0.253839,0.259676,0.26525,0.270564,0.275606,0.280359,0.284816,0.288948,0.292725,0.296126,0.299159,0.301804,0.304026,0.30581,0.30718,0.308157,0.308563,0.308269
209: RETAIL PRICE,0.1246,0.130082,0.136246,0.14329,0.150951,0.15945,0.168541,0.178039,0.187748,0.197243,0.206417,0.215523,0.224625,0.233703,0.242775,0.251841,0.26093,0.270121,0.279412,0.288795,0.298263,0.307802,0.317398,0.327049,0.336775,0.346568,0.356415,0.366304,0.37622,0.386147,0.39607,0.405971,0.415829,0.42562,0.435321,0.444907
210: RETAIL PRICE,0.1246,0.131107,0.138136,0.145712,0.154135,0.163145,0.17249,0.181905,0.191041,0.199952,0.208847,0.217751,0.226657,0.235548,0.244445,0.253438,0.262539,0.271741,0.281038,0.290424,0.29989,0.309426,0.319054,0.328764,0.338549,0.348398,0.358298,0.368235,0.378194,0.388159,0.398113,0.408037,0.417911,0.427717,0.437436,0.447042
211: RETAIL PRICE,0.1246,0.130082,0.136246,0.14329,0.150951,0.15945,0.168541,0.178039,0.187748,0.197243,0.206417,0.215523,0.224625,0.233703,0.242775,0.251841,0.26093,0.270121,0.279412,0.288795,0.298263,0.307802,0.317398,0.327049,0.336775,0.346568,0.356416,0.366304,0.376221,0.386149,0.396072,0.405973,0.415831,0.425623,0.435324,0.444911
212: RETAIL PRICE,0.1246,0.131107,0.138136,0.145712,0.154135,0.163145,0.17249,0.181905,0.191041,0.199952,0.208847,0.217751,0.226657,0.235548,0.244445,0.253438,0.262539,0.271741,0.281038,0.290424,0.29989,0.309426,0.319054,0.328764,0.338549,0.348399,0.358299,0.368236,0.378195,0.38816,0.398115,0.408039,0.417913,0.42772,0.43744,0.447045
213: RETAIL PRICE,0.1246,0.131697,0.141479,0.155105,0.165856,0.174991,0.183602,0.192206,0.200845,0.209629,0.218532,0.227552,0.236674,0.245894,0.255213,0.264625,0.274122,0.283696,0.293342,0.303055,0.31283,0.322654,0.332519,0.342414,0.352335,0.362299,0.37231,0.382357,0.392426,0.402503,0.412572,0.422617,0.432616,0.442549,0.452392,0.462119
214: RETAIL PRICE,0.1246,0.136035,0.149402,0.159524,0.168278,0.176696,0.185103,0.193578,0.202205,0.210964,0.219831,0.228818,0.237919,0.247114,0.256404,0.265782,0.275244,0.284784,0.294395,0.304075,0.313818,0.323613,0.333451,0.343348,0.353312,0.363334,0.373403,0.383508,0.393634,0.403767,0.413891,0.423989,0.434041,0.444023,0.453913,0.463682
215: RETAIL PRICE,0.1246,0.131697,0.141479,0.155105,0.165856,0.174991,0.183602,0.192206,0.200845,0.209629,0.218532,0.227552,0.236674,0.245894,0.255213,0.264625,0.274122,0.283696,0.293342,0.303055,0.31283,0.322655,0.332519,0.342414,0.352335,0.362299,0.37231,0.382357,0.392426,0.402503,0.412573,0.422617,0.432617,0.44255,0.452393,0.46212
216: RETAIL PRICE,0.1246,0.136035,0.149402,0.159524,0.168278,0.176696,0.185103,0.193578,0.202205,0.210964,0.219831,0.228818,0.237919,0.247114,0.256404,0.265782,0.275244,0.284784,0.294395,0.304075,0.313818,0.323613,0.333451,0.343348,0.353312,0.363334,0.373404,0.383508,0.393634,0.403767,0.413892,0.42399,0.434041,0.444024,0.453913,0.463683
217: RETAIL PRICE,0.1246,0.130082,0.136246,0.14329,0.150951,0.15945,0.168541,0.178039,0.187748,0.197243,0.206417,0.215523,0.224625,0.233703,0.242775,0.251841,0.26093,0.270121,0.279412,0.288795,0.298264,0.307821,0.317449,0.327146,0.336932,0.346798,0.356731,0.366717,0.376741,0.386788,0.396841,0.406879,0.41688,0.426818,0.436675,0.446427
218: RETAIL PRICE,0.1246,0.131107,0.138136,0.145712,0.154135,0.163145,0.17249,0.181905,0.191041,0.199952,0.208847,0.217751,0.226657,0.235548,0.244445,0.253438,0.262539,0.271745,0.281064,0.290489,0.300006,0.309608,0.319316,0.329117,0.339005,0.348968,0.358992,0.369061,0.37916,0.389269,0.39937,0.409445,0.419483,0.429458,0.439344,0.449114
219: RETAIL PRICE,0.1246,0.130082,0.136246,0.14329,0.150951,0.15945,0.168541,0.178039,0.187748,0.197243,0.206417,0.215523,0.224625,0.233703,0.242775,0.251841,0.26093,0.270121,0.279412,0.288795,0.298264,0.307821,0.317449,0.327146,0.336932,0.346798,0.356733,0.366719,0.376745,0.386795,0.396849,0.40689,0.416892,0.426832,0.43669,0.446445
220: RETAIL PRICE,0.1246,0.131107,0.138136,0.145712,0.154135,0.163145,0.17249,0.181905,0.191041,0.199952,0.208847,0.217751,0.226657,0.235548,0.244445,0.253438,0.262539,0.271745,0.281064,0.290489,0.300006,0.309608,0.319316,0.329117,0.339006,0.348969,0.358994,0.369064,0.379164,0.389275,0.399377,0.409455,0.419494,0.42947,0.439358,0.449129
221: RETAIL PRICE,0.1246,0.131697,0.141479,0.155105,0.165856,0.174991,0.183602,0.192206,0.200845,0.209629,0.218532,0.227552,0.236674,0.245894,0.255213,0.264625,0.274122,0.283696,0.293342,0.303056,0.312834,0.322663,0.332533,0.342435,0.352363,0.362338,0.372363,0.382426,0.392513,0.40261,0.412702,0.422771,0.432796,0.442758,0.45263,0.462388
222: RETAIL PRICE,0.1246,0.136035,0.149402,0.159524,0.168278,0.176696,0.185103,0.193578,0.202205,0.210964,0.219831,0.228818,0.237919,0.247114,0.256404,0.265782,0.275245,0.284789,0.294406,0.304092,0.313842,0.323644,0.333489,0.3434,0.35338,0.36342,0.37351,0.383637,0.393787,0.403946,0.414098,0.424226,0.434308,0.444322,0.454245,0.464048
223: RETAIL PRICE,0.1246,0.131697,0.141479,0.155105,0.165856,0.174991,0.183602,0.192206,0.200845,0.209629,0.218532,0.227552,0.236674,0.245894,0.255213,0.264625,0.274122,0.283696,0.293342,0.303056,0.312834,0.322664,0.332533,0.342435,0.352363,0.362339,0.372364,0.382427,0.392515,0.402612,0.412704,0.422773,0.4328,0.442761,0.452634,0.462392
224: RETAIL PRICE,0.1246,0.136035,0.149402,0.159524,0.168278,0.176696,0.185103,0.193578,0.202205,0.210964,0.219831,0.228818,0.237919,0.247114,0.256404,0.265782,0.275245,0.284789,0.294406,0.304092,0.313842,0.323644,0.333489,0.3434,0.35338,0.363421,0.373511,0.383638,0.393788,0.403948,0.4141,0.424228,0.434311,0.444325,0.454248,0.464052
225: RETAIL PRICE,0.1246,0.131606,0.139315,0.147905,0.15708,0.167103,0.177678,0.188588,0.199596,0.21026,0.220554,0.23076,0.240898,0.250947,0.260928,0.270849,0.280795,0.290793,0.300824,0.310881,0.320958,0.331038,0.341137,0.351267,0.361416,0.371573,0.381727,0.391866,0.401979,0.412054,0.422075,0.43203,0.441914,0.451717,0.461424,0.471022
226: RETAIL PRICE,0.1246,0.132645,0.141206,0.150303,0.160254,0.170759,0.181542,0.192288,0.202656,0.212763,0.2228,0.232789,0.242718,0.252571,0.262407,0.272305,0.282252,0.292239,0.302253,0.312285,0.32234,0.33244,0.342573,0.352731,0.362903,0.373077,0.383241,0.393383,0.403493,0.413558,0.423569,0.433517,0.443389,0.453173,0.462855,0.472421
227: RETAIL PRICE,0.1246,0.131606,0.139315,0.147905,0.15708,0.167103,0.177678,0.188588,0.199596,0.21026,0.220554,0.230751,0.240869,0.250895,0.260843,0.270722,0.280618,0.29056,0.300529,0.310517,0.320516,0.33051,0.340515,0.35054,0.360573,0.370604,0.380619,0.390606,0.400554,0.410449,0.420275,0.430018,0.439673,0.44923,0.458673,0.467987
228: RETAIL PRICE,0.1246,0.132645,0.141206,0.150303,0.160254,0.170759,0.181542,0.192288,0.202656,0.212763,0.2228,0.232778,0.242687,0.252516,0.262318,0.272172,0.28207,0.292,0.301951,0.311912,0.32189,0.331902,0.34194,0.351992,0.362047,0.372092,0.382115,0.392103,0.402045,0.411927,0.42174,0.431473,0.441113,0.450647,0.460061,0.469339
229: RETAIL PRICE,0.1246,0.133279,0.14493,0.160246,0.17228,0.182751,0.192708,0.202586,0.212455,0.22241,0.232422,0.242483,0.252525,0.262558,0.272558,0.282495,0.292348,0.302108,0.311754,0.321258,0.330609,0.339801,0.348837,0.357748,0.366524,0.375156,0.383636,0.391962,0.400142,0.408176,0.416061,0.423803,0.431405,0.438843,0.446082,0.453159
230: RETAIL PRICE,0.1246,0.137685,0.152683,0.164301,0.174491,0.184307,0.194042,0.203795,0.213633,0.22354,0.233493,0.243504,0.253501,0.263491,0.27344,0.283317,0.293104,0.302798,0.31238,0.321822,0.331112,0.340281,0.349335,0.358264,0.367057,0.375703,0.384194,0.392529,0.400714,0.408751,0.416636,0.424375,0.431973,0.439404,0.446636,0.453701
231: RETAIL PRICE,0.1246,0.133279,0.14493,0.160246,0.17228,0.182751,0.192708,0.202586,0.212455,0.22241,0.232412,0.242391,0.252343,0.262242,0.272069,0.281806,0.291442,0.300967,0.310362,0.319601,0.328672,0.337574,0.346312,0.354921,0.363398,0.371737,0.379936,0.387997,0.39593,0.40374,0.411423,0.418952,0.426301,0.433554,0.44077,0.448003
232: RETAIL PRICE,0.1246,0.137685,0.152683,0.164301,0.174491,0.184307,0.194042,0.203795,0.213633,0.22354,0.23348,0.243408,0.253313,0.263166,0.272942,0.282618,0.292186,0.301644,0.310973,0.320145,0.329153,0.338028,0.346782,0.355409,0.363901,0.372253,0.380462,0.388531,0.39647,0.404283,0.411967,0.419495,0.426841,0.434088,0.441297,0.44852
233: RETAIL PRICE,0.1246,0.131606,0.139315,0.147905,0.15708,0.167103,0.177678,0.188588,0.199596,0.21026,0.220554,0.23076,0.240898,0.250945,0.26092,0.270831,0.280762,0.290737,0.300734,0.310749,0.32078,0.330794,0.340803,0.350802,0.360762,0.370652,0.380434,0.390066,0.399502,0.40868,0.417534,0.42599,0.433958,0.441334,0.447993,0.453789
234: RETAIL PRICE,0.1246,0.132645,0.141206,0.150303,0.160254,0.170759,0.181542,0.192288,0.202656,0.212763,0.2228,0.232789,0.242717,0.252568,0.262399,0.272287,0.282235,0.292229,0.302247,0.312273,0.322319,0.332387,0.342457,0.352506,0.362505,0.37242,0.382212,0.391836,0.401248,0.410399,0.419214,0.42761,0.435496,0.442763,0.449286,0.454915
235: RETAIL PRICE,0.1246,0.131606,0.139315,0.147905,0.15708,0.167103,0.177678,0.188588,0.199596,0.21026,0.220554,0.230751,0.240865,0.250883,0.260819,0.270678,0.280545,0.290446,0.300354,0.310261,0.320161,0.330017,0.339837,0.349608,0.359292,0.368846,0.378219,0.387352,0.396178,0.404612,0.412556,0.419896,0.426498,0.4322,0.436643,0.439504
236: RETAIL PRICE,0.1246,0.132645,0.141206,0.150303,0.160254,0.170759,0.181542,0.192288,0.202656,0.212763,0.2228,0.232778,0.242683,0.252504,0.262293,0.272129,0.282012,0.291928,0.301854,0.311769,0.321681,0.331589,0.341465,0.351279,0.360994,0.370563,0.379934,0.389044,0.397831,0.406219,0.4141,0.42135,0.42783,0.433378,0.437598,0.440278
237: RETAIL PRICE,0.1246,0.133279,0.14493,0.160246,0.17228,0.182751,0.192708,0.202586,0.212455,0.22241,0.232422,0.242483,0.252523,0.262551,0.272538,0.28245,0.292259,0.301948,0.311483,0.320818,0.329916,0.338749,0.347296,0.355552,0.363466,0.37098,0.378034,0.384575,0.390595,0.395862,0.401657,0.410454,0.419261,0.428054,0.436833,0.445597
238: RETAIL PRICE,0.1246,0.137685,0.152683,0.164301,0.174491,0.184307,0.194042,0.203795,0.213633,0.22354,0.233493,0.243504,0.2535,0.263484,0.273422,0.283278,0.293026,0.302655,0.31213,0.321405,0.330445,0.339264,0.347835,0.356113,0.364046,0.371574,0.378636,0.385175,0.391195,0.396451,0.402218,0.411016,0.419823,0.428615,0.437392,0.446151
239: RETAIL PRICE,0.1246,0.133279,0.14493,0.160246,0.17228,0.182751,0.192708,0.202586,0.212455,0.22241,0.232412,0.242389,0.252332,0.262214,0.27201,0.281689,0.291231,0.30061,0.309786,0.318705,0.32732,0.335595,0.343501,0.351027,0.358112,0.364741,0.37086,0.37608,0.383898,0.392743,0.401579,0.410404,0.419217,0.428017,0.436802,0.445571
240: RETAIL PRICE,0.1246,0.137685,0.152683,0.164301,0.174491,0.184307,0.194042,0.203795,0.213633,0.22354,0.23348,0.243406,0.253303,0.263141,0.272887,0.282509,0.291988,0.301304,0.310417,0.319271,0.327823,0.33608,0.344007,0.35155,0.358647,0.36528,0.371404,0.376614,0.384434,0.393285,0.402125,0.410953,0.419767,0.428565,0.437348,0.446113
241: RETAIL PRICE,0.1246,0.132638,0.141592,0.151644,0.16253,0.174623,0.18761,0.201258,0.215259,0.229084,0.242758,0.256604,0.270618,0.28478,0.299108,0.313656,0.32857,0.343863,0.359529,0.375566,0.391967,0.408765,0.426012,0.443715,0.461886,0.480533,0.49967,0.519308,0.539464,0.560157,0.581421,0.603274,0.625728,0.648803,0.67252,0.696905
242: RETAIL PRICE,0.1246,0.133704,0.143537,0.154147,0.165944,0.178627,0.191909,0.205396,0.218687,0.231956,0.245391,0.259005,0.272787,0.286725,0.300955,0.315552,0.330512,0.345835,0.361507,0.377535,0.393984,0.410869,0.428194,0.445968,0.464202,0.482904,0.502086,0.521759,0.541953,0.562695,0.584004,0.605898,0.628386,0.651485,0.675219,0.69961
243: RETAIL PRICE,0.1246,0.132638,0.141592,0.151644,0.16253,0.174623,0.18761,0.201258,0.215259,0.229084,0.242758,0.256604,0.270618,0.284779,0.299096,0.313616,0.328494,0.343742,0.359354,0.375335,0.391675,0.408406,0.425576,0.443194,0.461267,0.479806,0.498819,0.518319,0.538316,0.558826,0.57988,0.601502,0.623709,0.646523,0.669979,0.69412
244: RETAIL PRICE,0.1246,0.133704,0.143537,0.154147,0.165944,0.178627,0.191909,0.205396,0.218687,0.231956,0.245391,0.259005,0.272787,0.286724,0.30094,0.315507,0.330429,0.345703,0.361322,0.377293,0.393682,0.410498,0.427746,0.445434,0.46357,0.482161,0.501219,0.520752,0.540785,0.561343,0.582441,0.604098,0.626332,0.649162,0.672625,0.696761
245: RETAIL PRICE,0.1246,0.134375,0.147645,0.165078,0.179243,0.192082,0.204666,0.217397,0.230386,0.243723,0.257375,0.271344,0.28564,0.30025,0.315184,0.330435,0.345961,0.361772,0.377867,0.394242,0.410914,0.427922,0.445339,0.46318,0.481458,0.500185,0.519375,0.539053,0.559252,0.580015,0.601383,0.623401,0.646138,0.669575,0.693679,0.718482
246: RETAIL PRICE,0.1246,0.138911,0.155651,0.169232,0.181584,0.193801,0.206164,0.2188,0.231777,0.245076,0.258678,0.272611,0.286868,0.301433,0.316322,0.331517,0.346977,0.362714,0.378731,0.395033,0.41169,0.428749,0.44622,0.464116,0.482448,0.501228,0.52047,0.540197,0.560442,0.581244,0.60265,0.624703,0.647473,0.670955,0.695104,0.719949
247: RETAIL PRICE,0.1246,0.134375,0.147645,0.165078,0.179243,0.192082,0.204666,0.217397,0.230386,0.243723,0.257375,0.271344,0.285634,0.300169,0.314956,0.330016,0.345344,0.360944,0.376806,0.392908,0.409248,0.425871,0.442861,0.460237,0.478012,0.496195,0.514798,0.533843,0.55336,0.57337,0.593884,0.614919,0.636516,0.658692,0.68149,0.705027
248: RETAIL PRICE,0.1246,0.138911,0.155651,0.169232,0.181584,0.193801,0.206164,0.2188,0.231777,0.245076,0.258678,0.272611,0.286858,0.30134,0.316077,0.331079,0.346344,0.361869,0.377651,0.393673,0.409987,0.426652,0.443685,0.461103,0.478918,0.497141,0.515783,0.534862,0.554414,0.574455,0.594999,0.616061,0.637681,0.65988,0.682695,0.706241
249: RETAIL PRICE,0.1246,0.132638,0.141592,0.151644,0.16253,0.174623,0.18761,0.201258,0.215259,0.229084,0.242758,0.256604,0.270618,0.28478,0.299108,0.313657,0.328606,0.343968,0.359729,0.375888,0.392437,0.409437,0.426919,0.444888,0.463351,0.482315,0.501787,0.521773,0.542303,0.563405,0.58509,0.607372,0.630251,0.653738,0.677846,0.70259
250: RETAIL PRICE,0.1246,0.133704,0.143537,0.154147,0.165944,0.178627,0.191909,0.205396,0.218687,0.231956,0.245391,0.259005,0.272787,0.286739,0.301017,0.315687,0.330744,0.34618,0.361983,0.378187,0.394857,0.411989,0.429587,0.447653,0.466194,0.485214,0.504725,0.524759,0.545334,0.56646,0.588149,0.610414,0.633261,0.656695,0.680729,0.70538
251: RETAIL PRICE,0.1246,0.132638,0.141592,0.151644,0.16253,0.174623,0.18761,0.201258,0.215259,0.229084,0.242758,0.256604,0.270618,0.284779,0.299096,0.313617,0.328526,0.343838,0.359538,0.375626,0.392094,0.409002,0.426376,0.44422,0.462541,0.48134,0.500623,0.520393,0.540678,0.5615,0.582871,0.604804,0.627315,0.650418,0.674145,0.698533
252: RETAIL PRICE,0.1246,0.133704,0.143537,0.154147,0.165944,0.178627,0.191909,0.205396,0.218687,0.231956,0.245391,0.259005,0.272787,0.286738,0.301001,0.31564,0.330655,0.346037,0.361776,0.377908,0.394495,0.411533,0.429019,0.446958,0.465351,0.484202,0.503519,0.523333,0.543656,0.564497,0.585863,0.60777,0.630235,0.653271,0.676909,0.701189
253: RETAIL PRICE,0.1246,0.134375,0.147645,0.165078,0.179243,0.192082,0.204666,0.217397,0.230386,0.243723,0.257375,0.271344,0.28564,0.30025,0.315184,0.330442,0.345978,0.361802,0.377907,0.394289,0.410963,0.42798,0.445411,0.463267,0.481561,0.500304,0.519512,0.539209,0.559434,0.580229,0.601637,0.623699,0.64648,0.669962,0.694109,0.718952
254: RETAIL PRICE,0.1246,0.138911,0.155651,0.169232,0.181584,0.193801,0.206164,0.2188,0.231777,0.245076,0.258678,0.272611,0.286871,0.301444,0.316345,0.331552,0.347025,0.362774,0.378799,0.395109,0.411785,0.428863,0.446356,0.464272,0.482625,0.501426,0.520689,0.540436,0.560708,0.581541,0.602983,0.625076,0.647886,0.671408,0.695593,0.72047
255: RETAIL PRICE,0.1246,0.134375,0.147645,0.165078,0.179243,0.192082,0.204666,0.217397,0.230386,0.243723,0.257375,0.271344,0.285634,0.300168,0.314952,0.330009,0.345334,0.360924,0.376767,0.392834,0.40912,0.425685,0.442604,0.459892,0.477562,0.495618,0.514073,0.532947,0.55228,0.572094,0.592397,0.613211,0.634594,0.656564,0.679186,0.702582
256: RETAIL PRICE,0.1246,0.138911,0.155651,0.169232,0.181584,0.193801,0.206164,0.2188,0.231777,0.245076,0.258678,0.272611,0.286861,0.30135,0.316096,0.331102,0.346365,0.361881,0.377642,0.393631,0.40991,0.426526,0.443496,0.460832,0.478546,0.496645,0.51514,0.53405,0.553415,0.573256,0.593585,0.614419,0.635818,0.657801,0.680428,0.703821
257: RETAIL PRICE,0.1246,0.126506,0.128693,0.131292,0.134082,0.137197,0.140635,0.144169,0.147713,0.151183,0.154448,0.157448,0.160217,0.162849,0.165395,0.167868,0.170279,0.172637,0.174946,0.177214,0.179455,0.181688,0.183913,0.186131,0.188339,0.190539,0.19273,0.194913,0.197087,0.199252,0.201411,0.203569,0.205727,0.207884,0.21004,0.212195
258: RETAIL PRICE,0.1246,0.127468,0.130464,0.133583,0.137037,0.140655,0.144268,0.14778,0.151073,0.154071,0.156827,0.159473,0.162027,0.164491,0.166887,0.169224,0.17151,0.17376,0.176001,0.178235,0.180462,0.18268,0.184889,0.187088,0.189278,0.191458,0.193632,0.195804,0.197974,0.200143,0.202309,0.204473,0.206634,0.208794,0.210952,0.213107
259: RETAIL PRICE,0.1246,0.126506,0.128693,0.131292,0.134082,0.137197,0.140635,0.144169,0.147713,0.151183,0.154442,0.157429,0.160181,0.162798,0.165329,0.167783,0.170173,0.172507,0.174792,0.177033,0.179245,0.181448,0.18364,0.185824,0.187997,0.190159,0.192311,0.194453,0.196585,0.198706,0.200821,0.202932,0.205041,0.207147,0.20925,0.21135
260: RETAIL PRICE,0.1246,0.127468,0.130464,0.133583,0.137037,0.140655,0.144268,0.14778,0.151073,0.15407,0.156817,0.159448,0.161985,0.164434,0.166813,0.16913,0.171392,0.173619,0.175835,0.178041,0.180238,0.182424,0.184599,0.186764,0.188917,0.191059,0.193192,0.195322,0.19745,0.199575,0.201695,0.203811,0.205923,0.20803,0.210133,0.212231
261: RETAIL PRICE,0.1246,0.127842,0.132011,0.138455,0.144849,0.148999,0.152176,0.154932,0.157559,0.160076,0.162542,0.164969,0.167325,0.169625,0.171884,0.174108,0.176304,0.178478,0.180629,0.182754,0.184855,0.186933,0.188991,0.191031,0.193051,0.19505,0.197028,0.198986,0.200927,0.202853,0.204765,0.206661,0.208545,0.210416,0.212277,0.214131
262: RETAIL PRICE,0.1246,0.131788,0.139779,0.144821,0.148252,0.151084,0.153738,0.156262,0.158735,0.161177,0.163584,0.165948,0.16824,0.170487,0.172705,0.174891,0.177049,0.179184,0.181297,0.183383,0.185445,0.187486,0.189509,0.191515,0.193502,0.195469,0.197417,0.199347,0.201262,0.203164,0.205057,0.206942,0.20882,0.210692,0.212559,0.214419
263: RETAIL PRICE,0.1246,0.127842,0.132011,0.138455,0.144849,0.148999,0.152176,0.154932,0.157557,0.160038,0.162432,0.164773,0.167055,0.169277,0.17144,0.173557,0.175642,0.177697,0.179723,0.181716,0.183679,0.185617,0.187533,0.189427,0.191301,0.193154,0.194985,0.196797,0.198593,0.200372,0.202134,0.203878,0.205608,0.207325,0.20903,0.210727
264: RETAIL PRICE,0.1246,0.131788,0.139779,0.144821,0.148252,0.151084,0.153738,0.156262,0.158731,0.161131,0.163463,0.165739,0.167957,0.170124,0.172241,0.174319,0.176361,0.178375,0.180359,0.182311,0.184233,0.186132,0.18801,0.189868,0.191708,0.193528,0.195328,0.197111,0.198879,0.200632,0.202372,0.204102,0.205824,0.207539,0.209248,0.210951
265: RETAIL PRICE,0.1246,0.126506,0.128693,0.131292,0.134082,0.137197,0.140635,0.144169,0.147713,0.151183,0.154448,0.157448,0.160217,0.162849,0.165394,0.167864,0.170272,0.172625,0.174928,0.177189,0.179421,0.181644,0.183858,0.186062,0.188255,0.190438,0.19261,0.19477,0.196919,0.199057,0.201186,0.203311,0.205431,0.207546,0.209658,0.211766
266: RETAIL PRICE,0.1246,0.127468,0.130464,0.133583,0.137037,0.140655,0.144268,0.14778,0.151073,0.154071,0.156827,0.159473,0.162027,0.164491,0.166885,0.169219,0.171501,0.173747,0.175982,0.17821,0.180433,0.182649,0.184854,0.187049,0.189232,0.191404,0.193569,0.19573,0.197888,0.200042,0.20219,0.204332,0.206469,0.208599,0.210723,0.21284
267: RETAIL PRICE,0.1246,0.126506,0.128693,0.131292,0.134082,0.137197,0.140635,0.144169,0.147713,0.151183,0.154442,0.157427,0.160176,0.162787,0.16531,0.167755,0.170133,0.172454,0.174723,0.176945,0.179135,0.181312,0.183476,0.185626,0.187761,0.189881,0.191984,0.19407,0.19614,0.198192,0.20023,0.202257,0.204272,0.206273,0.208261,0.210236
268: RETAIL PRICE,0.1246,0.127468,0.130464,0.133583,0.137037,0.140655,0.144268,0.14778,0.151073,0.15407,0.156817,0.159446,0.161979,0.164423,0.166794,0.169101,0.171352,0.173565,0.175765,0.177953,0.180132,0.182299,0.184452,0.18659,0.188713,0.190818,0.192913,0.194998,0.197074,0.19914,0.201193,0.203233,0.205258,0.207269,0.209264,0.211241
269: RETAIL PRICE,0.1246,0.127842,0.132011,0.138455,0.144849,0.148999,0.152176,0.154932,0.157559,0.160076,0.162542,0.164969,0.167325,0.169622,0.171878,0.174096,0.176284,0.178447,0.180585,0.182693,0.184773,0.186826,0.188855,0.190861,0.192843,0.194799,0.196727,0.198629,0.200508,0.202363,0.204194,0.206001,0.207786,0.20955,0.211293,0.213019
270: RETAIL PRICE,0.1246,0.131788,0.139779,0.144821,0.148252,0.151084,0.153738,0.156262,0.158735,0.161177,0.163584,0.165948,0.168239,0.170485,0.172699,0.17488,0.17703,0.179155,0.181255,0.183326,0.185369,0.187388,0.189383,0.191357,0.193307,0.195233,0.197132,0.199006,0.200859,0.202691,0.204506,0.206303,0.208085,0.209852,0.211602,0.213336
271: RETAIL PRICE,0.1246,0.127842,0.132011,0.138455,0.144849,0.148999,0.152176,0.154932,0.157557,0.160038,0.16243,0.164767,0.16704,0.16925,0.171396,0.17349,0.175546,0.177566,0.179549,0.181489,0.183388,0.185251,0.187081,0.188877,0.190639,0.192365,0.194054,0.195706,0.197324,0.198907,0.200452,0.201957,0.203426,0.20486,0.206259,0.207628
272: RETAIL PRICE,0.1246,0.131788,0.139779,0.144821,0.148252,0.151084,0.153738,0.156262,0.158731,0.16113,0.163461,0.165734,0.167943,0.170099,0.172201,0.174256,0.176271,0.17825,0.180192,0.182092,0.183951,0.185776,0.187568,0.189329,0.191057,0.19275,0.194407,0.196029,0.197619,0.199175,0.200699,0.20219,0.203652,0.205084,0.206487,0.20786
273: RETAIL PRICE,0.1246,0.1275,0.130787,0.134615,0.138749,0.143413,0.148601,0.154054,0.159703,0.16545,0.171068,0.176512,0.181842,0.187189,0.192585,0.198044,0.203579,0.2092,0.214916,0.220762,0.226796,0.233019,0.239439,0.246066,0.252909,0.25998,0.267292,0.274859,0.282716,0.290889,0.299395,0.308258,0.3175,0.327147,0.337229,0.347775
274: RETAIL PRICE,0.1246,0.128487,0.132634,0.137031,0.141954,0.147235,0.152699,0.158236,0.163661,0.168882,0.173972,0.179084,0.184229,0.189414,0.19466,0.199977,0.205381,0.21093,0.216644,0.222532,0.228603,0.234861,0.241311,0.247963,0.254831,0.26195,0.269334,0.277001,0.284966,0.293249,0.301869,0.310848,0.320209,0.329976,0.340178,0.350847
275: RETAIL PRICE,0.1246,0.1275,0.130787,0.134615,0.138749,0.143413,0.148601,0.154054,0.159703,0.16545,0.171068,0.176512,0.18184,0.18718,0.192563,0.198002,0.203512,0.209106,0.214794,0.220607,0.226602,0.232787,0.239169,0.245759,0.252566,0.259604,0.266885,0.274424,0.282253,0.290393,0.298864,0.307689,0.31689,0.326492,0.336523,0.347015
276: RETAIL PRICE,0.1246,0.128487,0.132634,0.137031,0.141954,0.147235,0.152699,0.158236,0.163661,0.168882,0.173972,0.179084,0.184224,0.189399,0.194628,0.199921,0.205295,0.210814,0.216494,0.222344,0.228372,0.234584,0.240989,0.247597,0.254423,0.261499,0.268844,0.276474,0.284403,0.292646,0.301224,0.310156,0.319466,0.329178,0.339319,0.349921
277: RETAIL PRICE,0.1246,0.128897,0.134408,0.142744,0.151021,0.156988,0.162109,0.166976,0.171831,0.176703,0.18167,0.18675,0.191943,0.197245,0.202673,0.208242,0.213961,0.219838,0.225881,0.232103,0.238514,0.245121,0.251934,0.258965,0.266226,0.273733,0.2815,0.289544,0.297882,0.306539,0.31556,0.324972,0.334804,0.345086,0.355851,0.367136
278: RETAIL PRICE,0.1246,0.132948,0.142544,0.149266,0.154485,0.159209,0.163875,0.168527,0.173262,0.178099,0.183033,0.188075,0.193231,0.198509,0.203921,0.209475,0.215178,0.221039,0.227065,0.233269,0.239661,0.24625,0.253045,0.260059,0.267307,0.274804,0.282568,0.290637,0.299032,0.307776,0.316891,0.326404,0.336343,0.346739,0.357626,0.369044
279: RETAIL PRICE,0.1246,0.128897,0.134408,0.142744,0.151021,0.156988,0.162109,0.166976,0.171831,0.176703,0.18167,0.186728,0.191841,0.197027,0.202306,0.207696,0.213211,0.218863,0.224659,0.230602,0.236702,0.242974,0.249431,0.256091,0.262975,0.2701,0.277483,0.285144,0.293121,0.30143,0.310073,0.319073,0.328455,0.338246,0.348473,0.35917
