Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
72: RETAIL PRICE,0.1246,0.126765,0.129074,0.131535,0.134154,0.136874,0.139633,0.142378,0.14505,0.14759,0.150009,0.152354,0.154647,0.156891,0.159092,0.16125,0.16337,0.16546,0.167533,0.169589,0.171631,0.17366,0.175677,0.17768,0.179666,0.181634,0.183582,0.185514,0.18743,0.189331,0.191212,0.193071,0.194909,0.196726,0.198521,0.200293
73: RETAIL PRICE,0.1246,0.126802,0.129567,0.133406,0.137478,0.140635,0.143312,0.145752,0.148134,0.150469,0.152776,0.155079,0.157367,0.159577,0.1617,0.163757,0.165782,0.16779,0.169779,0.171736,0.173662,0.175567,0.177454,0.179324,0.181177,0.183011,0.184821,0.186609,0.188381,0.190136,0.19187,0.19358,0.195273,0.196952,0.198618,0.200271
74: RETAIL PRICE,0.1246,0.128774,0.133387,0.136896,0.139643,0.1421,0.144478,0.146803,0.149106,0.151404,0.153692,0.155971,0.158228,0.160402,0.162491,0.164521,0.16652,0.168502,0.170464,0.172392,0.174288,0.176164,0.178024,0.179867,0.181695,0.183502,0.185287,0.187051,0.1888,0.190533,0.192246,0.193936,0.195611,0.197276,0.198931,0.200578
75: RETAIL PRICE,0.1246,0.126802,0.129567,0.133406,0.137478,0.140635,0.143312,0.145752,0.148134,0.150469,0.1527,0.154807,0.156847,0.158825,0.160741,0.162586,0.164379,0.166134,0.167846,0.169503,0.171127,0.172728,0.174312,0.175878,0.177422,0.178942,0.180436,0.181906,0.183361,0.184801,0.18622,0.187617,0.189001,0.190375,0.191742,0.193101
76: RETAIL PRICE,0.1246,0.128774,0.133387,0.136896,0.139643,0.1421,0.144478,0.146803,0.149106,0.1514,0.153594,0.155665,0.157665,0.159606,0.161485,0.163295,0.16505,0.166766,0.168439,0.170062,0.171651,0.17322,0.174771,0.176303,0.177815,0.179304,0.180769,0.182212,0.183642,0.185057,0.186453,0.187829,0.189193,0.190551,0.191904,0.193254
77: RETAIL PRICE,0.1246,0.126802,0.129567,0.133406,0.137478,0.140635,0.143312,0.145752,0.148134,0.150469,0.152776,0.155079,0.157367,0.159577,0.161698,0.16375,0.165765,0.167761,0.169734,0.171669,0.173566,0.175436,0.177284,0.179109,0.180911,0.182687,0.184432,0.186145,0.187834,0.189498,0.191129,0.192727,0.194297,0.195843,0.197366,0.198866
78: RETAIL PRICE,0.1246,0.128774,0.133387,0.136896,0.139643,0.1421,0.144478,0.146803,0.149106,0.151404,0.153692,0.155971,0.158228,0.160402,0.162489,0.164513,0.166504,0.168474,0.170421,0.172327,0.174196,0.17604,0.177861,0.179661,0.181439,0.18319,0.184911,0.186601,0.188269,0.189911,0.191523,0.193101,0.194654,0.196188,0.197702,0.199196
79: RETAIL PRICE,0.1246,0.126802,0.129567,0.133406,0.137478,0.140635,0.143312,0.145752,0.148134,0.150469,0.152699,0.154802,0.15683,0.15879,0.160678,0.162485,0.164229,0.165926,0.167568,0.169139,0.170658,0.172141,0.17359,0.175006,0.176389,0.177732,0.179029,0.180282,0.181503,0.182689,0.183832,0.18493,0.185994,0.187028,0.188036,0.189017
80: RETAIL PRICE,0.1246,0.128774,0.133387,0.136896,0.139643,0.1421,0.144478,0.146803,0.149106,0.1514,0.153594,0.15566,0.15765,0.159575,0.161428,0.163202,0.164911,0.166571,0.168177,0.169714,0.171202,0.172653,0.174072,0.175459,0.176812,0.178124,0.179393,0.180619,0.181814,0.182976,0.184095,0.185172,0.186214,0.187231,0.188224,0.189194
81: RETAIL PRICE,0.1246,0.12727,0.130108,0.133216,0.136539,0.140123,0.143907,0.147801,0.151768,0.155749,0.159636,0.163388,0.167006,0.170556,0.174063,0.177529,0.180959,0.184356,0.18772,0.191053,0.194372,0.19769,0.201004,0.204313,0.207615,0.210909,0.214193,0.217468,0.220735,0.223999,0.227261,0.230519,0.233774,0.237026,0.240275,0.243519
82: RETAIL PRICE,0.1246,0.127725,0.131035,0.134531,0.138237,0.142095,0.146029,0.149975,0.153845,0.157575,0.161186,0.16475,0.168258,0.171717,0.175138,0.17852,0.181868,0.185201,0.188531,0.191854,0.19517,0.198481,0.201786,0.205084,0.208372,0.211653,0.214932,0.218209,0.221484,0.224756,0.228025,0.231288,0.234548,0.237803,0.241053,0.244299
83: RETAIL PRICE,0.1246,0.12727,0.130108,0.133216,0.136539,0.140123,0.143907,0.147801,0.151768,0.155746,0.159613,0.163334,0.166922,0.170441,0.173908,0.17733,0.180709,0.184053,0.18736,0.190633,0.193894,0.197148,0.200396,0.203637,0.206871,0.210095,0.213308,0.216511,0.219705,0.222895,0.226081,0.229262,0.232439,0.235611,0.238779,0.241941
84: RETAIL PRICE,0.1246,0.127725,0.131035,0.134531,0.138237,0.142095,0.146029,0.149975,0.153845,0.157568,0.161154,0.164684,0.168162,0.171587,0.174964,0.178299,0.181594,0.184871,0.188142,0.191405,0.194659,0.197905,0.201143,0.204371,0.207589,0.2108,0.214007,0.21721,0.220411,0.223608,0.226799,0.229985,0.233165,0.236339,0.239507,0.242668
85: RETAIL PRICE,0.1246,0.12727,0.130108,0.133216,0.136539,0.140123,0.143907,0.147801,0.151768,0.155749,0.159636,0.163388,0.167005,0.170553,0.174054,0.17751,0.180927,0.184307,0.187651,0.190958,0.194247,0.19753,0.200804,0.204067,0.207317,0.210551,0.213768,0.216969,0.220153,0.223327,0.226488,0.229632,0.232761,0.235872,0.238964,0.242035
86: RETAIL PRICE,0.1246,0.127725,0.131035,0.134531,0.138237,0.142095,0.146029,0.149975,0.153845,0.157575,0.161186,0.16475,0.168257,0.171713,0.175127,0.1785,0.181835,0.185154,0.188469,0.191776,0.195072,0.19836,0.201637,0.204901,0.208148,0.211384,0.21461,0.217824,0.221028,0.224219,0.227393,0.230548,0.233684,0.2368,0.239894,0.242965
87: RETAIL PRICE,0.1246,0.12727,0.130108,0.133216,0.136539,0.140123,0.143907,0.147801,0.151768,0.155746,0.159612,0.163327,0.166905,0.170409,0.173856,0.177251,0.180599,0.183903,0.187163,0.19038,0.193574,0.196752,0.199912,0.203054,0.206173,0.209268,0.212335,0.215375,0.218388,0.221379,0.224343,0.227275,0.230175,0.233041,0.235869,0.238655
88: RETAIL PRICE,0.1246,0.127725,0.131035,0.134531,0.138237,0.142095,0.146029,0.149975,0.153845,0.157568,0.161153,0.164677,0.168144,0.171554,0.174911,0.178219,0.181482,0.184723,0.187952,0.191167,0.194364,0.197544,0.200703,0.20384,0.206953,0.210047,0.21312,0.21617,0.219199,0.222201,0.225173,0.228111,0.231013,0.233876,0.236699,0.239477
89: RETAIL PRICE,0.1246,0.127782,0.131649,0.136779,0.142131,0.14647,0.15033,0.153973,0.157566,0.161113,0.164642,0.168122,0.171487,0.174802,0.178071,0.181293,0.184474,0.187624,0.190736,0.193792,0.196811,0.19981,0.202786,0.205735,0.208658,0.211554,0.214421,0.217263,0.220087,0.222891,0.225673,0.228433,0.23118,0.233921,0.236656,0.239386
90: RETAIL PRICE,0.1246,0.129803,0.135627,0.140323,0.144263,0.147914,0.151495,0.155025,0.15854,0.162053,0.165559,0.169,0.172323,0.175604,0.178841,0.18203,0.185175,0.188288,0.191362,0.194379,0.197362,0.200325,0.203264,0.206178,0.209067,0.211931,0.214768,0.217583,0.220382,0.22317,0.225943,0.228702,0.231451,0.234193,0.236929,0.23966
91: RETAIL PRICE,0.1246,0.127782,0.131649,0.136779,0.142131,0.14647,0.15033,0.153973,0.157563,0.161019,0.164374,0.167661,0.17086,0.173973,0.177012,0.179982,0.182899,0.185782,0.188629,0.191429,0.19419,0.196928,0.199647,0.202352,0.20504,0.207711,0.210366,0.213006,0.215637,0.218261,0.220873,0.223475,0.226072,0.228674,0.23128,0.233891
92: RETAIL PRICE,0.1246,0.129803,0.135627,0.140323,0.144263,0.147914,0.151495,0.155025,0.158532,0.16194,0.165261,0.168505,0.171657,0.174723,0.177724,0.180654,0.183528,0.186369,0.189175,0.191933,0.194653,0.197351,0.200033,0.202701,0.205355,0.207994,0.210619,0.213231,0.215838,0.218444,0.221047,0.223646,0.226247,0.228851,0.231461,0.234074
93: RETAIL PRICE,0.1246,0.127782,0.131649,0.136779,0.142131,0.14647,0.15033,0.153973,0.157566,0.161113,0.164642,0.168122,0.171483,0.174792,0.178048,0.181249,0.184402,0.187517,0.190585,0.193586,0.196537,0.199455,0.202338,0.205181,0.207982,0.210737,0.213443,0.216103,0.218723,0.2213,0.223828,0.226306,0.228743,0.231146,0.233513,0.235844
94: RETAIL PRICE,0.1246,0.129803,0.135627,0.140323,0.144263,0.147914,0.151495,0.155025,0.15854,0.162053,0.165559,0.168999,0.17232,0.175594,0.178819,0.181989,0.185109,0.188189,0.191222,0.194187,0.197105,0.199991,0.202839,0.205648,0.208416,0.21114,0.213818,0.21645,0.219047,0.22161,0.224132,0.22661,0.229049,0.231453,0.233821,0.236152
95: RETAIL PRICE,0.1246,0.127782,0.131649,0.136779,0.142131,0.14647,0.15033,0.153973,0.157563,0.161019,0.164369,0.167643,0.170819,0.1739,0.176893,0.179802,0.18264,0.185425,0.188154,0.190809,0.193396,0.195931,0.198419,0.200861,0.203254,0.205594,0.207879,0.210108,0.212288,0.214419,0.216491,0.218504,0.220465,0.222382,0.224295,0.226182
96: RETAIL PRICE,0.1246,0.129803,0.135627,0.140323,0.144263,0.147914,0.151495,0.155025,0.158532,0.16194,0.165256,0.16849,0.171621,0.174657,0.177614,0.180485,0.183282,0.186028,0.188717,0.191332,0.19388,0.196376,0.198826,0.201232,0.20359,0.205897,0.20815,0.21035,0.212504,0.214617,0.216678,0.218687,0.220647,0.222564,0.22447,0.226354
97: RETAIL PRICE,0.1246,0.130454,0.136592,0.143254,0.150569,0.158457,0.166792,0.175575,0.184712,0.194015,0.203209,0.212252,0.221255,0.230215,0.239128,0.247972,0.256734,0.265438,0.274128,0.282779,0.291372,0.299891,0.308317,0.316635,0.324855,0.332962,0.340935,0.348755,0.356408,0.363875,0.371131,0.378157,0.384941,0.391471,0.397739,0.403731
98: RETAIL PRICE,0.1246,0.130951,0.13774,0.145064,0.15289,0.161183,0.169874,0.178841,0.187831,0.196714,0.205584,0.214473,0.223339,0.232157,0.240914,0.249623,0.258338,0.267048,0.27573,0.28436,0.292917,0.301396,0.309809,0.318138,0.326364,0.334467,0.342425,0.350219,0.357837,0.365257,0.372456,0.37942,0.38614,0.392605,0.398798,0.404707
99: RETAIL PRICE,0.1246,0.130454,0.136592,0.143254,0.150569,0.158457,0.166792,0.175567,0.184664,0.193918,0.203033,0.211967,0.220838,0.22965,0.238396,0.247054,0.255613,0.264093,0.272539,0.280925,0.289232,0.297442,0.305535,0.313496,0.321335,0.329035,0.336575,0.343936,0.351104,0.358059,0.364777,0.371239,0.377432,0.383346,0.388972,0.394298
100: RETAIL PRICE,0.1246,0.130951,0.13774,0.145064,0.15289,0.161183,0.169874,0.178824,0.187766,0.196591,0.205371,0.214141,0.222866,0.231527,0.240109,0.248627,0.25713,0.265608,0.274039,0.282396,0.290658,0.29882,0.30689,0.314853,0.322688,0.330374,0.33789,0.345216,0.352338,0.359236,0.365887,0.372276,0.378395,0.384232,0.389774,0.395008
101: RETAIL PRICE,0.1246,0.130454,0.136592,0.143254,0.150569,0.158457,0.166792,0.175575,0.184712,0.194012,0.203192,0.212205,0.22115,0.230022,0.238818,0.24749,0.255998,0.26437,0.272607,0.280643,0.288414,0.29586,0.302915,0.309537,0.31564,0.321121,0.325866,0.32976,0.332696,0.334552,0.335197,0.334524,0.332472,0.327843,0.320135,0.313995
102: RETAIL PRICE,0.1246,0.130951,0.13774,0.145064,0.15289,0.161183,0.169874,0.178841,0.187831,0.196709,0.205582,0.214483,0.223342,0.232114,0.24077,0.24934,0.257836,0.266227,0.274458,0.282461,0.290188,0.297614,0.30467,0.311273,0.317331,0.322738,0.327377,0.331133,0.333901,0.335566,0.335997,0.335083,0.332764,0.327877,0.319843,0.313459
103: RETAIL PRICE,0.1246,0.130454,0.136592,0.143254,0.150569,0.158457,0.166792,0.175567,0.184658,0.193895,0.202975,0.211846,0.220613,0.229267,0.237799,0.246155,0.254287,0.262215,0.269924,0.277331,0.284355,0.290916,0.29693,0.302331,0.307003,0.310814,0.313622,0.315283,0.315677,0.31467,0.311523,0.305133,0.29847,0.294429,0.299374,0.305108
104: RETAIL PRICE,0.1246,0.130951,0.13774,0.145064,0.15289,0.161183,0.169874,0.178824,0.187759,0.196564,0.205326,0.214073,0.222742,0.231285,0.239667,0.247914,0.256023,0.263955,0.27164,0.278995,0.285955,0.292473,0.298459,0.303806,0.308393,0.312085,0.314737,0.316208,0.316377,0.31512,0.311761,0.305058,0.298044,0.293896,0.29907,0.304823
105: RETAIL PRICE,0.1246,0.13107,0.138903,0.148938,0.159101,0.168188,0.176921,0.185667,0.194354,0.202935,0.211406,0.219599,0.227422,0.234897,0.242006,0.248725,0.255079,0.261099,0.266769,0.272055,0.276975,0.281578,0.285892,0.289939,0.293741,0.297336,0.300741,0.303977,0.30708,0.310062,0.312687,0.314894,0.31704,0.318254,0.319821,0.321735
106: RETAIL PRICE,0.1246,0.133385,0.143614,0.152825,0.16143,0.169895,0.178458,0.18712,0.195766,0.204347,0.212782,0.220911,0.228662,0.236062,0.243082,0.2497,0.255946,0.261855,0.267413,0.272586,0.277397,0.281897,0.286126,0.290126,0.29391,0.297489,0.300875,0.304092,0.307173,0.310133,0.31276,0.314934,0.317087,0.318256,0.319783,0.321664
107: RETAIL PRICE,0.1246,0.13107,0.138903,0.148938,0.159101,0.168188,0.176913,0.185442,0.193831,0.202007,0.20993,0.217473,0.224604,0.231361,0.237735,0.243711,0.249322,0.254607,0.25956,0.264155,0.26842,0.272407,0.276149,0.279669,0.282989,0.286146,0.289165,0.291956,0.294249,0.296491,0.297864,0.29956,0.301599,0.303985,0.306711,0.309787
108: RETAIL PRICE,0.1246,0.133385,0.143614,0.152825,0.16143,0.169895,0.178441,0.186859,0.195201,0.203352,0.211217,0.218677,0.225722,0.23239,0.238663,0.244529,0.250024,0.255192,0.260029,0.26451,0.268665,0.27255,0.276203,0.27967,0.28297,0.286117,0.289124,0.291914,0.294188,0.296427,0.297773,0.299447,0.301466,0.303836,0.306549,0.309616
109: RETAIL PRICE,0.1246,0.13107,0.138903,0.148938,0.159101,0.168188,0.176921,0.185667,0.194352,0.20292,0.211356,0.219474,0.227157,0.234403,0.241155,0.247343,0.25295,0.257971,0.262343,0.265967,0.268819,0.27093,0.272311,0.272973,0.272938,0.271578,0.268568,0.266188,0.265232,0.268559,0.274303,0.280122,0.285948,0.291775,0.297601,0.303426
110: RETAIL PRICE,0.1246,0.133385,0.143614,0.152825,0.16143,0.169895,0.178458,0.18712,0.195764,0.204334,0.212741,0.220808,0.228432,0.235611,0.242278,0.248363,0.253855,0.258754,0.262997,0.266489,0.269209,0.271193,0.272473,0.273069,0.272985,0.271584,0.26852,0.266067,0.265063,0.268407,0.274156,0.279978,0.285808,0.291638,0.297468,0.303297
111: RETAIL PRICE,0.1246,0.13107,0.138903,0.148938,0.159101,0.168188,0.176913,0.185438,0.193807,0.201937,0.209771,0.217145,0.223988,0.230299,0.236018,0.241068,0.245433,0.249111,0.25204,0.254124,0.255352,0.25577,0.255218,0.252965,0.250072,0.24851,0.251058,0.256796,0.262621,0.26845,0.274277,0.280104,0.285931,0.291757,0.297582,0.303407
112: RETAIL PRICE,0.1246,0.133385,0.143614,0.152825,0.16143,0.169895,0.178441,0.186855,0.19518,0.203289,0.211073,0.218375,0.225142,0.23137,0.236985,0.241916,0.246149,0.249688,0.252472,0.254411,0.255495,0.255776,0.25511,0.252756,0.249815,0.248239,0.250896,0.256646,0.262474,0.268306,0.274136,0.279966,0.285796,0.291625,0.297454,0.303282
113: RETAIL PRICE,0.1246,0.131402,0.138525,0.146227,0.15463,0.163642,0.173168,0.183187,0.193573,0.204096,0.214467,0.224682,0.234864,0.244996,0.255066,0.26505,0.274939,0.284801,0.294643,0.304437,0.314161,0.323796,0.33332,0.342748,0.352067,0.361254,0.370287,0.379141,0.387801,0.396242,0.404438,0.412367,0.420018,0.427379,0.434431,0.441156
114: RETAIL PRICE,0.1246,0.131912,0.139705,0.148074,0.157006,0.166466,0.176364,0.186556,0.196739,0.206812,0.216876,0.226942,0.236971,0.24694,0.256834,0.266705,0.276578,0.28644,0.296266,0.306028,0.315707,0.325319,0.334853,0.344291,0.35361,0.362785,0.371794,0.380613,0.389227,0.39761,0.405746,0.413613,0.421196,0.428478,0.435442,0.44207
115: RETAIL PRICE,0.1246,0.131402,0.138525,0.146227,0.15463,0.163642,0.173168,0.183168,0.193517,0.203982,0.214268,0.224374,0.234432,0.244425,0.25434,0.264152,0.273851,0.283506,0.29312,0.302666,0.312122,0.321466,0.330677,0.339767,0.348724,0.357523,0.366141,0.374554,0.382745,0.39069,0.398362,0.405738,0.412808,0.41956,0.425976,0.432037
116: RETAIL PRICE,0.1246,0.131912,0.139705,0.148074,0.157006,0.166466,0.176363,0.186527,0.196666,0.20667,0.216639,0.226589,0.236487,0.246309,0.256041,0.265733,0.275411,0.285058,0.294649,0.304157,0.31356,0.322872,0.332085,0.341176,0.350124,0.358902,0.367487,0.375856,0.38399,0.391868,0.399468,0.406772,0.413764,0.420427,0.426744,0.432699
117: RETAIL PRICE,0.1246,0.131402,0.138525,0.146227,0.15463,0.163642,0.173168,0.183187,0.193573,0.204088,0.214439,0.224613,0.234737,0.244789,0.25473,0.264505,0.274091,0.283549,0.292825,0.30184,0.310513,0.318765,0.326545,0.333753,0.34026,0.345918,0.350564,0.354023,0.35613,0.356705,0.354963,0.349651,0.344737,0.345784,0.353203,0.360557
118: RETAIL PRICE,0.1246,0.131912,0.139705,0.148074,0.157006,0.166466,0.176364,0.186556,0.196738,0.206811,0.216897,0.226983,0.237003,0.24691,0.256685,0.266385,0.275988,0.285447,0.294698,0.303662,0.312306,0.320559,0.328322,0.335484,0.341912,0.347456,0.35195,0.355224,0.357119,0.357448,0.355459,0.349792,0.344598,0.345985,0.353349,0.360707
119: RETAIL PRICE,0.1246,0.131402,0.138525,0.146227,0.15463,0.163642,0.173168,0.183167,0.193506,0.203949,0.214192,0.224223,0.23417,0.244007,0.253687,0.263144,0.272349,0.281352,0.290077,0.298425,0.306292,0.313576,0.320196,0.326014,0.330861,0.334543,0.33685,0.337567,0.335787,0.330585,0.326643,0.331102,0.338454,0.34581,0.353168,0.360526
120: RETAIL PRICE,0.1246,0.131912,0.139705,0.148074,0.157006,0.166466,0.176363,0.186525,0.196653,0.206643,0.21661,0.226542,0.236375,0.246058,0.255563,0.264938,0.274149,0.283136,0.291817,0.300095,0.307913,0.315171,0.32174,0.327471,0.332192,0.335706,0.337802,0.338267,0.336232,0.330679,0.326484,0.331219,0.33858,0.345944,0.353307,0.360669
121: RETAIL PRICE,0.1246,0.132054,0.141032,0.15244,0.163787,0.174061,0.18399,0.193934,0.203733,0.213457,0.223002,0.232226,0.241072,0.249574,0.257711,0.265461,0.272845,0.279892,0.28659,0.29291,0.298874,0.304528,0.309902,0.315032,0.319966,0.324717,0.329303,0.333625,0.337471,0.340985,0.34401,0.347373,0.351101,0.355207,0.359707,0.364578
122: RETAIL PRICE,0.1246,0.134418,0.145868,0.156269,0.166069,0.175738,0.185511,0.195355,0.205128,0.214839,0.224337,0.233488,0.242261,0.250681,0.258724,0.266369,0.273642,0.280576,0.287159,0.293367,0.299223,0.304787,0.310118,0.315235,0.320155,0.324891,0.329459,0.333777,0.337597,0.341099,0.344089,0.347424,0.351131,0.35522,0.35971,0.364575
123: RETAIL PRICE,0.1246,0.132054,0.141032,0.15244,0.163787,0.174061,0.183937,0.193624,0.203126,0.212403,0.221404,0.230032,0.23826,0.246126,0.253618,0.260723,0.267471,0.273897,0.279997,0.285754,0.291196,0.296372,0.301316,0.306059,0.310654,0.314874,0.318819,0.322108,0.325459,0.329162,0.33322,0.337648,0.34246,0.34795,0.354876,0.36219
124: RETAIL PRICE,0.1246,0.134418,0.145868,0.156269,0.166069,0.175738,0.185438,0.195012,0.204472,0.213714,0.22265,0.231193,0.239335,0.247109,0.254498,0.26149,0.268121,0.274429,0.280413,0.286057,0.291391,0.296474,0.301368,0.3061,0.310687,0.3149,0.318832,0.322104,0.325442,0.329135,0.333187,0.337613,0.342426,0.347966,0.354939,0.362263
125: RETAIL PRICE,0.1246,0.132054,0.141032,0.15244,0.163787,0.174061,0.18399,0.193934,0.203727,0.213428,0.222923,0.232044,0.240704,0.248902,0.256565,0.263613,0.270014,0.275746,0.280731,0.284859,0.288091,0.290441,0.291908,0.291734,0.290207,0.28998,0.294719,0.302146,0.309594,0.317038,0.324477,0.331913,0.339347,0.346776,0.354201,0.361622
126: RETAIL PRICE,0.1246,0.134418,0.145868,0.156269,0.166069,0.175738,0.185511,0.195355,0.205122,0.214818,0.224276,0.233338,0.241935,0.250055,0.257622,0.264559,0.270837,0.276438,0.281287,0.285276,0.28837,0.290612,0.292012,0.291799,0.290194,0.289921,0.294737,0.302172,0.309627,0.317078,0.324525,0.331968,0.339407,0.346842,0.354273,0.361699
127: RETAIL PRICE,0.1246,0.132054,0.141032,0.15244,0.163787,0.174061,0.183937,0.193615,0.203089,0.212307,0.22119,0.229603,0.23747,0.24478,0.251456,0.257407,0.262598,0.267008,0.270556,0.273136,0.274713,0.274517,0.273169,0.273169,0.279738,0.287192,0.294647,0.3021,0.309549,0.316994,0.324435,0.331873,0.339307,0.346738,0.354164,0.361587
128: RETAIL PRICE,0.1246,0.134418,0.145868,0.156269,0.166069,0.175738,0.185437,0.195004,0.204439,0.213629,0.222458,0.230797,0.238585,0.245803,0.252366,0.258189,0.26324,0.2675,0.270896,0.273321,0.274747,0.274404,0.272985,0.273011,0.279741,0.287202,0.294665,0.302125,0.309581,0.317034,0.324482,0.331926,0.339366,0.346803,0.354235,0.361662
129: RETAIL PRICE,0.1246,0.126318,0.128155,0.130181,0.132376,0.134733,0.137269,0.139926,0.14264,0.145366,0.148066,0.150681,0.153188,0.155597,0.157957,0.16029,0.162598,0.164885,0.167153,0.169406,0.171644,0.173868,0.176079,0.178287,0.180497,0.182708,0.18492,0.187133,0.189347,0.191561,0.193776,0.195991,0.198205,0.20042,0.202635,0.204849
130: RETAIL PRICE,0.1246,0.126759,0.12904,0.131466,0.134048,0.136729,0.139449,0.142161,0.144833,0.14739,0.149835,0.152209,0.154552,0.156861,0.159143,0.161404,0.163644,0.165867,0.168074,0.170276,0.172481,0.174687,0.176894,0.179102,0.18131,0.183519,0.185727,0.187936,0.190144,0.192353,0.194561,0.196771,0.198984,0.2012,0.20342,0.205642
131: RETAIL PRICE,0.1246,0.126318,0.128155,0.130181,0.132376,0.134733,0.137269,0.139926,0.14264,0.145366,0.148066,0.150681,0.153188,0.155597,0.157957,0.16029,0.162598,0.164885,0.167153,0.169406,0.171644,0.173868,0.176079,0.178287,0.180497,0.182708,0.18492,0.187133,0.189347,0.191561,0.193776,0.195991,0.198205,0.20042,0.202635,0.204849
132: RETAIL PRICE,0.1246,0.126759,0.12904,0.131466,0.134048,0.136729,0.139449,0.142161,0.144833,0.14739,0.149835,0.152209,0.154552,0.156861,0.159143,0.161404,0.163644,0.165867,0.168074,0.170276,0.172481,0.174687,0.176894,0.179102,0.18131,0.183519,0.185727,0.187936,0.190144,0.192353,0.194561,0.196771,0.198984,0.2012,0.20342,0.205642
133: RETAIL PRICE,0.1246,0.126318,0.128155,0.130181,0.132376,0.134733,0.137269,0.139926,0.14264,0.145366,0.148066,0.150681,0.153188,0.155597,0.157957,0.16029,0.162598,0.164885,0.167153,0.169406,0.171644,0.173868,0.176079,0.178287,0.180497,0.182708,0.18492,0.187133,0.189347,0.191561,0.193776,0.195991,0.198205,0.20042,0.202635,0.204849
134: RETAIL PRICE,0.1246,0.126759,0.12904,0.131466,0.134048,0.136729,0.139449,0.142161,0.144833,0.14739,0.149835,0.152209,0.154552,0.156861,0.159143,0.161404,0.163644,0.165867,0.168074,0.170276,0.172481,0.174687,0.176894,0.179102,0.18131,0.183519,0.185727,0.187936,0.190144,0.192353,0.194561,0.196771,0.198984,0.2012,0.20342,0.205642
135: RETAIL PRICE,0.1246,0.126318,0.128155,0.130181,0.132376,0.134733,0.137269,0.139926,0.14264,0.145366,0.148066,0.150681,0.153188,0.155597,0.157957,0.16029,0.162598,0.164885,0.167153,0.169406,0.171644,0.173868,0.176079,0.178287,0.180497,0.182708,0.18492,0.187133,0.189347,0.191561,0.193776,0.195991,0.198205,0.20042,0.202635,0.204849
136: RETAIL PRICE,0.1246,0.126759,0.12904,0.131466,0.134048,0.136729,0.139449,0.142161,0.144833,0.14739,0.149835,0.152209,0.154552,0.156861,0.159143,0.161404,0.163644,0.165867,0.168074,0.170276,0.172481,0.174687,0.176894,0.179102,0.18131,0.183519,0.185727,0.187936,0.190144,0.192353,0.194561,0.196771,0.198984,0.2012,0.20342,0.205642
137: RETAIL PRICE,0.1246,0.12677,0.129388,0.132891,0.13683,0.140161,0.142959,0.145479,0.14788,0.150238,0.152554,0.154854,0.157149,0.159434,0.161713,0.163986,0.166253,0.168516,0.170778,0.173039,0.175299,0.177557,0.179814,0.182068,0.184322,0.186573,0.188824,0.191074,0.193322,0.19557,0.197818,0.200065,0.202311,0.204558,0.206804,0.20905
138: RETAIL PRICE,0.1246,0.128718,0.133193,0.13677,0.139545,0.142017,0.144395,0.146725,0.149023,0.151316,0.153602,0.155882,0.158154,0.160417,0.162676,0.164931,0.167184,0.169434,0.171682,0.173928,0.176174,0.178418,0.180661,0.182902,0.185142,0.187381,0.18962,0.191858,0.194096,0.196334,0.198572,0.200811,0.203049,0.205288,0.207528,0.209768
139: RETAIL PRICE,0.1246,0.12677,0.129388,0.132891,0.13683,0.140161,0.142959,0.145479,0.14788,0.150238,0.152554,0.154854,0.157149,0.159434,0.161713,0.163986,0.166253,0.168516,0.170778,0.173039,0.175299,0.177557,0.179814,0.182068,0.184322,0.186573,0.188824,0.191074,0.193322,0.19557,0.197818,0.200065,0.202311,0.204558,0.206804,0.20905
140: RETAIL PRICE,0.1246,0.128718,0.133193,0.13677,0.139545,0.142017,0.144395,0.146725,0.149023,0.151316,0.153602,0.155882,0.158154,0.160417,0.162676,0.164931,0.167184,0.169434,0.171682,0.173928,0.176174,0.178418,0.180661,0.182902,0.185142,0.187381,0.18962,0.191858,0.194096,0.196334,0.198572,0.200811,0.203049,0.205288,0.207528,0.209768
141: RETAIL PRICE,0.1246,0.12677,0.129388,0.132891,0.13683,0.140161,0.142959,0.145479,0.14788,0.150238,0.152554,0.154854,0.157149,0.159434,0.161713,0.163986,0.166253,0.168516,0.170778,0.173039,0.175299,0.177557,0.179814,0.182068,0.184322,0.186573,0.188824,0.191074,0.193322,0.19557,0.197818,0.200065,0.202311,0.204558,0.206804,0.20905
142: RETAIL PRICE,0.1246,0.128718,0.133193,0.13677,0.139545,0.142017,0.144395,0.146725,0.149023,0.151316,0.153602,0.155882,0.158154,0.160417,0.162676,0.164931,0.167184,0.169434,0.171682,0.173928,0.176174,0.178418,0.180661,0.182902,0.185142,0.187381,0.18962,0.191858,0.194096,0.196334,0.198572,0.200811,0.203049,0.205288,0.207528,0.209768
143: RETAIL PRICE,0.1246,0.12677,0.129388,0.132891,0.13683,0.140161,0.142959,0.145479,0.14788,0.150238,0.152554,0.154854,0.157149,0.159434,0.161713,0.163986,0.166253,0.168516,0.170778,0.173039,0.175299,0.177557,0.179814,0.182068,0.184322,0.186573,0.188824,0.191074,0.193322,0.19557,0.197818,0.200065,0.202311,0.204558,0.206804,0.20905
